%time,field.x,field.y,field.z
1580310897417524610,0.00244346095279,0.0012217304764,-0.00244346095279
1580310897417675472,0.00488692190558,-0.00855211333477,0.012217304764
1580310897418330693,-0.0134390352404,-0.00733038285838,-0.00244346095279
1580310897419610541,-0.00366519142919,-0.00610865238198,0.0
1580310897421451639,-0.0171042266695,-0.012217304764,-0.0158824961931
1580310897421771574,-0.0109955742876,-0.00733038285838,-0.00610865238198
1580310897423058600,-0.012217304764,-0.00488692190558,-0.00977384381117
1580310897423191494,-0.0109955742876,0.0,0.0
1580310897423314120,-0.0109955742876,-0.0012217304764,-0.0158824961931
1580310897423856686,-0.00610865238198,-0.00610865238198,-0.00488692190558
1580310897423870649,0.00366519142919,0.00244346095279,-0.00366519142919
1580310897423880511,0.0012217304764,0.00488692190558,0.00488692190558
1580310897423890484,-0.0134390352404,-0.00610865238198,-0.0109955742876
1580310897423895987,-0.00244346095279,-0.00977384381117,0.00733038285838
1580310897423901271,-0.012217304764,-0.00366519142919,-0.0207694180987
1580310897423909267,-0.0012217304764,-0.00488692190558,-0.00855211333477
1580310897423913761,-0.0134390352404,0.0012217304764,-0.0146607657168
1580310897423921596,-0.00855211333477,-0.00733038285838,-0.00733038285838
1580310897423929736,-0.00610865238198,-0.00855211333477,-0.0244346095279
1580310897423940295,-0.00610865238198,0.0,-0.00244346095279
1580310897423944584,-0.012217304764,-0.00488692190558,-0.0134390352404
1580310897423953533,0.0,-0.00977384381117,-0.0134390352404
1580310897423958562,-0.0109955742876,-0.012217304764,-0.00855211333477
1580310897423966480,-0.0012217304764,-0.0134390352404,-0.00366519142919
1580310897423971890,-0.00244346095279,-0.00733038285838,-0.00244346095279
1580310897423987832,0.00610865238198,0.0,0.00610865238198
1580310897423995436,0.00610865238198,0.00855211333477,0.0012217304764
1580310897424003661,0.00244346095279,0.00610865238198,0.00977384381117
1580310897424008564,-0.00244346095279,-0.00488692190558,0.00733038285838
1580310897424650587,0.00610865238198,0.0012217304764,0.00610865238198
1580310897424665659,0.00366519142919,0.00488692190558,0.00855211333477
1580310897424681806,-0.00244346095279,0.0012217304764,-0.00488692190558
1580310897424798345,-0.00733038285838,-0.00855211333477,0.0012217304764
1580310897424813046,0.0,0.00366519142919,0.00977384381117
1580310897424821842,0.00610865238198,-0.00488692190558,0.0134390352404
1580310897424827692,-0.012217304764,-0.00488692190558,-0.0207694180987
1580310897424840596,-0.00855211333477,-0.0109955742876,-0.00733038285838
1580310897424856343,-0.00244346095279,-0.00855211333477,0.0
1580310897424881350,-0.0109955742876,-0.00855211333477,-0.012217304764
1580310897425616999,-0.0183259571459,0.0012217304764,-0.0109955742876
1580310897425927985,-0.0232128790515,0.0,-0.0268780704807
1580310897426458484,-0.00855211333477,-0.00244346095279,-0.012217304764
1580310897426781149,-0.00610865238198,0.0012217304764,-0.0134390352404
1580310897427314966,0.0,0.00977384381117,-0.00244346095279
1580310897427323010,0.00610865238198,0.00366519142919,-0.00855211333477
1580310897427331741,0.0012217304764,0.00366519142919,-0.0134390352404
1580310897427340129,0.0012217304764,0.0158824961931,0.00244346095279
1580310897427346421,0.0012217304764,0.0,-0.00977384381117
1580310897427358122,-0.00733038285838,-0.00488692190558,-0.0256563400043
1580310897427364670,-0.0012217304764,0.0,0.00244346095279
1580310897427380588,0.0,0.00488692190558,0.00733038285838
1580310897427817450,-0.00733038285838,0.00366519142919,-0.00610865238198
1580310897427827722,-0.0146607657168,-0.00488692190558,-0.0158824961931
1580310897427838638,-0.012217304764,-0.00610865238198,-0.0146607657168
1580310897427845164,0.00610865238198,-0.00244346095279,0.0
1580310897427854188,0.0012217304764,-0.00855211333477,-0.0134390352404
1580310897427859929,-0.00733038285838,-0.00610865238198,-0.0109955742876
1580310897428304719,0.00244346095279,-0.0012217304764,-0.00488692190558
1580310897428314267,0.0,0.00244346095279,0.00244346095279
1580310897428332781,0.00733038285838,0.0134390352404,0.0109955742876
1580310897428341262,0.0146607657168,0.012217304764,0.00977384381117
1580310897428389810,0.0,-0.00366519142919,0.00488692190558
1580310897428526886,0.012217304764,-0.00366519142919,0.0012217304764
1580310897428708743,0.00977384381117,0.00244346095279,-0.00855211333477
1580310897428720131,0.00244346095279,0.00977384381117,0.0109955742876
1580310897428724478,0.00610865238198,0.0109955742876,0.00855211333477
1580310897428732391,0.0,-0.0012217304764,0.0
1580310897428737836,0.00610865238198,0.0012217304764,-0.0012217304764
1580310897428747658,-0.00366519142919,0.0,-0.0244346095279
1580310897428753437,-0.00366519142919,-0.00855211333477,0.0012217304764
1580310897428762039,0.00366519142919,0.00244346095279,0.00733038285838
1580310897429298120,0.00610865238198,0.0109955742876,0.012217304764
1580310897429478919,0.00244346095279,0.00610865238198,0.00977384381117
1580310897429563731,-0.0012217304764,0.0012217304764,-0.00366519142919
1580310897429761737,-0.00733038285838,-0.0012217304764,-0.0171042266695
1580310897429775240,-0.00488692190558,0.0,-0.00488692190558
1580310897429780356,0.00610865238198,0.00855211333477,0.00610865238198
1580310897429792463,0.0,0.00488692190558,0.0012217304764
1580310897429803370,0.00366519142919,0.00488692190558,0.0109955742876
1580310897429978370,0.0146607657168,0.00855211333477,0.00488692190558
1580310897430042083,0.0158824961931,0.00977384381117,0.0109955742876
1580310897430168358,0.012217304764,0.00733038285838,0.0158824961931
1580310897430173283,0.00488692190558,0.00488692190558,0.0109955742876
1580310897430310233,-0.00977384381117,-0.00488692190558,-0.0158824961931
1580310897430590492,0.0012217304764,0.0012217304764,0.00610865238198
1580310897434056574,0.00366519142919,0.00244346095279,0.00977384381117
1580310897434070257,0.00977384381117,0.0171042266695,0.0109955742876
1580310897434080260,0.0012217304764,0.0146607657168,0.0012217304764
1580310897434340149,0.0012217304764,-0.00610865238198,-0.00488692190558
1580310897434345939,0.0012217304764,-0.00244346095279,-0.00733038285838
1580310897436781943,-0.0012217304764,0.00488692190558,-0.00366519142919
1580310897436869987,0.00610865238198,0.00977384381117,0.0109955742876
1580310897436955157,0.00977384381117,0.012217304764,0.00977384381117
1580310897436989114,0.0,0.0109955742876,0.00855211333477
1580310897436994665,0.0,0.00610865238198,0.00610865238198
1580310897437048726,-0.00244346095279,-0.00244346095279,0.012217304764
1580310897437173750,0.00244346095279,0.0,-0.0109955742876
1580310897437359362,-0.00366519142919,0.00488692190558,-0.00488692190558
1580310897437610705,-0.00733038285838,-0.00488692190558,0.00488692190558
1580310897437678867,-0.00610865238198,-0.00855211333477,-0.00977384381117
1580310897437762065,0.00733038285838,0.00366519142919,0.0158824961931
1580310897437815746,0.00244346095279,0.00733038285838,0.00488692190558
1580310897438288516,-0.00244346095279,-0.00366519142919,0.00610865238198
1580310897441952082,-0.0109955742876,-0.012217304764,0.0
1580310897441965709,-0.00977384381117,0.00733038285838,-0.0012217304764
1580310897441971349,0.00733038285838,0.00366519142919,0.00610865238198
1580310897441976418,0.00610865238198,0.0109955742876,0.00855211333477
1580310897442745884,0.00733038285838,0.0,0.00366519142919
1580310897442750503,0.0,-0.0012217304764,-0.00366519142919
1580310897445853825,0.0,-0.0146607657168,0.0
1580310897445858578,0.0012217304764,-0.00488692190558,-0.00488692190558
1580310897452555525,-0.00366519142919,-0.00610865238198,-0.0134390352404
1580310897460381663,-0.00855211333477,-0.00855211333477,-0.0183259571459
1580310897460395729,-0.012217304764,-0.00977384381117,0.00244346095279
1580310897467184454,-0.0109955742876,-0.00244346095279,-0.0305432619099
1580310897467190917,-0.0012217304764,-0.00855211333477,-0.0207694180987
1580310897474214562,0.0,-0.00733038285838,-0.0183259571459
1580310897474235607,-0.00610865238198,-0.012217304764,-0.00733038285838
1580310897482166526,0.0,0.0,0.00855211333477
1580310897482187623,0.00610865238198,0.0012217304764,0.00488692190558
1580310897492648753,-0.00366519142919,0.0,-0.00366519142919
1580310897501508639,0.0,-0.0012217304764,-0.00977384381117
1580310897501536909,0.0,0.00733038285838,0.00733038285838
1580310897501551844,0.00610865238198,0.00610865238198,0.00366519142919
1580310897510349115,-0.00244346095279,-0.00488692190558,-0.00610865238198
1580310897510372205,-0.00855211333477,-0.0012217304764,-0.00488692190558
1580310897519389378,0.0012217304764,0.00366519142919,-0.00366519142919
1580310897519397270,-0.00488692190558,-0.00488692190558,-0.00488692190558
1580310897519411758,-0.00366519142919,0.00244346095279,-0.00855211333477
1580310897525837318,0.0012217304764,0.00366519142919,-0.00855211333477
1580310897525847558,0.0012217304764,-0.00488692190558,0.0109955742876
1580310897533489556,-0.00244346095279,-0.0012217304764,-0.0183259571459
1580310897540800952,-0.00855211333477,-0.0109955742876,-0.0109955742876
1580310897540816897,0.0012217304764,-0.0146607657168,0.00366519142919
1580310897540876628,0.00366519142919,-0.00366519142919,-0.00366519142919
1580310897550151863,-0.00244346095279,0.00855211333477,-0.0109955742876
1580310897559116656,0.00366519142919,0.00977384381117,-0.0012217304764
1580310897559134898,0.0012217304764,0.00244346095279,0.00977384381117
1580310897566189428,-0.00244346095279,-0.0109955742876,0.012217304764
1580310897566216247,-0.00244346095279,-0.00733038285838,0.0
1580310897566244675,-0.00977384381117,-0.00610865238198,-0.00366519142919
1580310897574973225,0.0012217304764,0.00488692190558,0.012217304764
1580310897575008667,-0.00488692190558,0.00366519142919,0.00733038285838
1580310897582786989,-0.0146607657168,-0.00488692190558,-0.012217304764
1580310897582815121,-0.0109955742876,-0.00488692190558,-0.0268780704807
1580310897591751133,0.00366519142919,0.00488692190558,-0.00610865238198
1580310897591782553,0.0,0.0134390352404,0.00855211333477
1580310897603207937,0.00244346095279,0.00855211333477,0.00366519142919
1580310897603214747,0.00244346095279,0.00855211333477,0.00733038285838
1580310897617606534,0.0012217304764,-0.00733038285838,0.00244346095279
1580310897617642349,0.00366519142919,-0.00488692190558,0.00610865238198
1580310897617652620,0.0012217304764,0.00488692190558,0.0
1580310897625355100,0.0012217304764,0.00366519142919,-0.00855211333477
1580310897625365882,0.0146607657168,0.00488692190558,0.00366519142919
1580310897625374868,-0.0012217304764,0.00366519142919,-0.00366519142919
1580310897631964593,-0.00733038285838,-0.00366519142919,-0.0158824961931
1580310897631973580,0.00733038285838,0.00733038285838,-0.00977384381117
1580310897638805526,0.00610865238198,0.00733038285838,0.00855211333477
1580310897638837502,0.00855211333477,0.00366519142919,0.0219911485751
1580310897643692598,0.00366519142919,0.00488692190558,0.0134390352404
1580310897643724936,0.0012217304764,0.0012217304764,-0.012217304764
1580310897651051588,0.00488692190558,-0.00244346095279,-0.00977384381117
1580310897657197913,-0.00977384381117,0.0,-0.0109955742876
1580310897657209986,-0.0171042266695,-0.00977384381117,-0.0207694180987
1580310897661531039,-0.0158824961931,-0.012217304764,-0.0109955742876
1580310897669340708,-0.00610865238198,-0.0109955742876,0.00488692190558
1580310897677375631,0.0012217304764,-0.00855211333477,-0.00366519142919
1580310897677395722,-0.00977384381117,-0.0146607657168,-0.00855211333477
1580310897697074546,-0.012217304764,-0.00977384381117,0.0
1580310897697135739,-0.0012217304764,-0.00733038285838,0.0109955742876
1580310897697158954,-0.00244346095279,0.00488692190558,0.0012217304764
1580310897697170010,0.00488692190558,0.00733038285838,0.00610865238198
1580310897706825389,0.0,0.00610865238198,0.00977384381117
1580310897706836732,-0.00244346095279,0.00244346095279,-0.0195476876223
1580310897706845392,-0.0219911485751,-0.00244346095279,-0.0171042266695
1580310897706894972,-0.00733038285838,0.00366519142919,-0.00610865238198
1580310897716640273,0.0,0.00488692190558,-0.00366519142919
1580310897716661047,0.00610865238198,0.00244346095279,0.0
1580310897724030646,-0.00733038285838,-0.00488692190558,-0.00733038285838
1580310897724055439,0.00366519142919,0.00488692190558,0.00366519142919
1580310897744983843,-0.0012217304764,0.00610865238198,-0.0158824961931
1580310897744993429,-0.00244346095279,0.00488692190558,-0.00977384381117
1580310897745291628,-0.00366519142919,0.0012217304764,-0.00244346095279
1580310897745317167,-0.0012217304764,0.00244346095279,0.00610865238198
1580310897755306720,0.00610865238198,-0.00488692190558,0.00366519142919
1580310897755317132,0.0146607657168,0.00610865238198,0.0146607657168
1580310897755352947,-0.0012217304764,0.0,-0.00488692190558
1580310897755618996,0.00244346095279,0.00366519142919,0.00610865238198
1580310897760901941,0.0,0.00488692190558,0.00244346095279
1580310897760920994,-0.00244346095279,-0.00488692190558,0.00733038285838
1580310897765687775,-0.0012217304764,-0.00366519142919,-0.0232128790515
1580310897771848248,-0.00733038285838,-0.00855211333477,-0.00610865238198
1580310897780671688,0.0,0.0012217304764,-0.0146607657168
1580310897780678113,-0.00977384381117,0.0,-0.0134390352404
1580310897786365109,0.00366519142919,0.012217304764,0.00855211333477
1580310897786373660,0.00488692190558,0.00855211333477,0.0146607657168
1580310897803074435,0.00733038285838,0.00366519142919,0.00855211333477
1580310897803084206,0.00855211333477,0.00977384381117,0.00855211333477
1580310897803098634,-0.00366519142919,0.0012217304764,-0.00610865238198
1580310897803107986,-0.00610865238198,0.00366519142919,-0.00610865238198
1580310897811142117,-0.00366519142919,0.0012217304764,-0.00977384381117
1580310897811164376,0.00733038285838,0.00977384381117,0.00244346095279
1580310897820287198,-0.00610865238198,0.0,0.0
1580310897820379549,0.0,-0.00855211333477,0.0280998009571
1580310897824378737,0.00733038285838,0.00488692190558,0.00855211333477
1580310897824391530,0.00488692190558,0.00488692190558,0.00733038285838
1580310897847984061,0.00610865238198,0.00244346095279,0.00855211333477
1580310897847998766,-0.00977384381117,-0.00855211333477,-0.00733038285838
1580310897848010897,-0.0146607657168,-0.00488692190558,-0.0244346095279
1580310897848113016,0.00610865238198,0.00488692190558,0.00733038285838
1580310897855462569,0.0134390352404,0.00610865238198,0.0183259571459
1580310897855504721,-0.00855211333477,-0.00244346095279,-0.00366519142919
1580310897855522616,-0.0109955742876,0.00366519142919,-0.00855211333477
